player_id,name,Entry_Age,Height,reach_sf,Avg_Win_ace,Avg_Win_df,Avg_Win_svpt,Avg_Win_1stIn,Avg_Win_1stWon,Avg_Win_2ndWon,Avg_Win_SvGms,Avg_Win_bpSaved,Avg_Win_bpFaced,Avg_Win_Minutes,Avg_Win_Total_Games,Win_1stServePct,Win_1stWonPct,Win_2ndWonPct,Win_bpSavePct,Avg_Opponent_Rank_Wins,Avg_Loss_ace,Avg_Loss_df,Avg_Loss_svpt,Avg_Loss_1stIn,Avg_Loss_1stWon,Avg_Loss_2ndWon,Avg_Loss_SvGms,Avg_Loss_bpSaved,Avg_Loss_bpFaced,Avg_Loss_Minutes,Avg_Loss_Total_Games,Loss_1stServePct,Loss_1stWonPct,Loss_2ndWonPct,Loss_bpSavePct,Avg_Opponent_Rank_Losses,Hand_R
100644,Alexander Zverev,16.3,198.0,1,5.666666666666667,2.7142857142857144,68.23809523809524,41.523809523809526,31.476190476190474,14.380952380952381,10.619047619047619,3.7142857142857144,5.095238095238095,98.38095238095238,22.45,0.6091700848180321,0.7682810334521694,0.5437584692589903,0.7298563869992443,167.47619047619048,4.533333333333333,3.7333333333333334,72.8,42.6,27.733333333333334,13.266666666666667,11.8,4.333333333333333,8.933333333333334,107.73333333333333,23.933333333333334,0.5840060471136035,0.6352020516261042,0.4347804512021802,0.44467291967291966,153.86666666666667,True
106234,Aslan Karatsev,18.8,185.0,1,4.524590163934426,3.1475409836065573,71.09836065573771,42.65573770491803,30.75409836065574,15.524590163934427,11.262295081967213,3.4918032786885247,5.327868852459017,95.18032786885246,22.57377049180328,0.5971824667913967,0.7306938482683724,0.553615408346303,0.6257395382395382,314.73333333333335,3.7868852459016393,4.098360655737705,72.8360655737705,43.90163934426229,29.016393442622952,12.573770491803279,11.19672131147541,4.180327868852459,8.065573770491802,98.68852459016394,23.29310344827586,0.600313648059712,0.6540034193380264,0.4204188485800724,0.49620054888859133,264.37704918032784,True
210097,Ben Shelton,18.7,193.0,1,7.704545454545454,3.0681818181818183,68.54545454545455,42.81818181818182,32.54545454545455,14.954545454545455,11.181818181818182,3.0681818181818183,4.204545454545454,94.11363636363636,22.547619047619047,0.624587383172192,0.7694675034135986,0.588292203044161,0.6856166191532045,323.2325581395349,6.2727272727272725,3.5454545454545454,70.54545454545455,43.63636363636363,30.363636363636363,13.181818181818182,11.363636363636363,3.5454545454545454,6.545454545454546,100.54545454545455,23.181818181818183,0.6140178209637042,0.6935600079295093,0.4799525224957529,0.521969696969697,257.72727272727275,False
111815,Cameron Norrie,18.4,188.0,1,3.6,3.090909090909091,65.50909090909092,40.472727272727276,28.87272727272727,13.836363636363636,10.545454545454545,3.1272727272727274,4.909090909090909,88.01818181818182,21.40740740740741,0.6205383332586317,0.7214843587806765,0.5707484271332147,0.601968005082192,357.75471698113205,4.961538461538462,3.6153846153846154,79.38461538461539,50.11538461538461,32.07692307692308,13.26923076923077,11.576923076923077,6.038461538461538,9.807692307692308,94.3076923076923,23.53846153846154,0.6280483124296699,0.638171723765802,0.4530743195752447,0.5865151690943545,248.73076923076923,False
207989,Carlos Alcaraz,15.9,183.0,1,0.9722222222222222,2.5555555555555554,79.47222222222223,55.0,35.388888888888886,13.63888888888889,11.86111111111111,4.944444444444445,7.555555555555555,112.58333333333333,23.97222222222222,0.6873118867006235,0.6593235752636861,0.5556338957534411,0.591400869464595,244.41666666666666,1.3636363636363635,2.272727272727273,78.72727272727273,52.54545454545455,29.545454545454547,12.727272727272727,12.272727272727273,4.7272727272727275,9.727272727272727,110.0909090909091,25.181818181818183,0.6598547538777824,0.5730674457396131,0.49227068866499146,0.42215799883264,203.9090909090909,True
134770,Casper Ruud,17.6,183.0,1,3.9833333333333334,2.566666666666667,67.71666666666667,43.6,32.38333333333333,13.566666666666666,11.116666666666667,2.9833333333333334,4.383333333333334,93.15,22.310344827586206,0.6455011034004566,0.752449900545401,0.5769452586405659,0.6479559884559883,296.864406779661,3.227272727272727,2.590909090909091,76.5,49.02272727272727,31.113636363636363,12.681818181818182,11.454545454545455,4.704545454545454,8.545454545454545,100.75,23.642857142857142,0.6385905043293421,0.6173914212355496,0.4493168653779391,0.5032022901341082,207.22727272727272,True
106421,Daniil Medvedev,19.8,198.0,1,6.409090909090909,2.4318181818181817,66.56818181818181,39.61363636363637,30.0,14.636363636363637,10.772727272727273,2.840909090909091,4.386363636363637,84.38636363636364,21.886363636363637,0.5966657431242127,0.7696753874773544,0.5560341976788159,0.6285982535982537,310.3953488372093,5.0588235294117645,4.176470588235294,78.88235294117646,45.76470588235294,32.294117647058826,13.882352941176471,11.705882352941176,5.294117647058823,8.764705882352942,94.23529411764706,23.647058823529413,0.5829384747256167,0.6950444126496365,0.4151538690763591,0.5578772534654888,168.2941176470588,True
133430,Denis Shapovalov,16.8,185.0,1,7.90625,3.9375,71.3125,41.40625,32.15625,17.34375,11.75,2.71875,3.90625,85.59375,24.2,0.5848679485613621,0.7870319723913611,0.5961970136293809,0.6621031746031747,260.6666666666667,5.944444444444445,6.055555555555555,71.11111111111111,38.27777777777778,27.055555555555557,15.333333333333334,10.88888888888889,4.055555555555555,7.222222222222222,84.11111111111111,22.333333333333332,0.5362166688428274,0.7007647650842258,0.4626091261189139,0.5563712522045855,227.16666666666666,False
106043,Diego Schwartzman,18.2,170.0,1,1.505050505050505,2.414141414141414,67.97979797979798,44.02020202020202,29.343434343434343,12.626262626262626,10.404040404040405,3.5757575757575757,6.040404040404041,93.64646464646465,21.31958762886598,0.6436408023104542,0.6873382693559688,0.5392921400900196,0.5782643676543563,271.0625,1.1475409836065573,3.8688524590163933,74.93442622950819,46.721311475409834,26.065573770491802,12.672131147540984,11.065573770491802,5.311475409836065,10.60655737704918,103.62295081967213,22.883333333333333,0.6159272378710712,0.5485976063586251,0.44746113861094333,0.4599556768128813,200.5737704918033,True
106233,Dominic Thiem,16.9,185.0,1,5.052631578947368,2.789473684210526,72.0,38.05263157894737,27.894736842105264,18.473684210526315,11.31578947368421,3.263157894736842,5.2105263157894735,102.47368421052632,23.11111111111111,0.5361231404664926,0.7513510836802203,0.555740519414109,0.5096190230478156,294.1578947368421,2.909090909090909,3.272727272727273,64.0909090909091,35.27272727272727,21.545454545454547,14.272727272727273,10.545454545454545,3.272727272727273,7.2727272727272725,86.9090909090909,21.272727272727273,0.5382700664376944,0.617665373939252,0.512331529722834,0.3963480963480963,147.9090909090909,True
